Season,NAT,Club_Name,TSR,STR,PDO,Pass_Success,Possesion,Team_Value,AGE,FPPsq,Country Score,Rating,Pts
210,1213,GER,Borussia Dortmund,0.626059,0.648136,965.6682,0.799118,0.557941,7.85,23.3,0.344827586,79.614,7.1,61.922
211,1213,GER,Schalke 04,0.564548,0.620565,877.9878618,0.786471,0.528235,6.11,24.3,0.607142857,79.614,6.95,84.922
212,1213,GER,VfB Stuttgart,0.437659,0.465868,994.0202,0.763529,0.494706,3.19,24.6,0.59375,79.614,6.81,59.922
213,1213,GER,Hannover 96,0.418251,0.414053,1124.811,0.735758,0.467576,2.75,24.9,0.5625,79.614,6.77,41.922
214,1213,GER,Werder Bremen,0.552153,0.506813,892.8185,0.764412,0.504118,2.48,22.5,0.4375,79.614,6.84,60.922
215,1213,GER,Hamburger SV,0.46238,0.481601,1029.937,0.765294,0.534118,3.95,24.4,0.607142857,79.614,6.91,55.922
216,1213,GER,Wolfsburg,0.475767,0.472978,975.5242,0.786176,0.505882,3.54,25,0.735294118,79.614,6.93,41.922
217,1213,GER,Borussia,0.411379,0.433176,1024.714,0.763824,0.489118,3,23.7,0.518518519,79.614,6.86,24.922
218,1213,GER,Mainz 05,0.480835,0.430494,1028.887,0.773235,0.499118,1.64,25.5,0.548387097,79.614,6.9,16.922
219,1314,GER,Bayer Leverkusen,0.506848,0.514176,997.6153,0.748621,0.47069,4.3,23.5,0.424242424,81.641,7.07,70.328
220,1314,GER,Borussia Dortmund,0.505669,0.512596,1020.216,0.768387,0.529032,9.2,23.7,0.35483871,81.641,7.23,82.328
221,1314,GER,Bayern Munich,0.537803,0.531766,833.2218,0.779286,0.506071,16.13,24.1,0.5,81.641,7.42,154.328
222,1314,GER,Schalke 04,0.513368,0.513572,925.0068,0.776,0.527,5.67,24.1,0.515151515,81.641,7.06,95.328
223,1314,GER,VfB Stuttgart,0.513675,0.547333,1031.947,0.762667,0.471667,3.16,24.4,0.5,81.641,6.82,53.828
224,1314,GER,Hannover 96,0.514314,0.494837,1026.018,0.757586,0.484828,2.39,24.2,0.571428571,81.641,6.85,42.328
225,1314,GER,Werder Bremen,0.531337,0.563852,983.6022,0.758065,0.488065,1.96,22.8,0.5,81.641,6.9,39.328
226,1314,GER,Hamburger SV,0.516803,0.5054,878.2749,0.77069,0.485862,3.38,24.1,0.545454545,81.641,6.95,34.328
227,1314,GER,Wolfsburg,0.472252,0.519726,956.6906,0.77,0.510968,3.85,24.2,0.685714286,81.641,7.05,32.328
228,1314,GER,Eintracht Frankfurt,0.492074,0.469942,926.5625,0.756563,0.50625,2.57,23.7,0.333333333,81.641,6.88,28.328
229,1314,GER,Borussia,0.466992,0.474705,965.1088,0.744815,0.476667,3.38,24,0.464285714,81.641,7.09,25.328
230,1314,GER,Hertha Berlin,0.505969,0.491756,1044.882,0.762414,0.511724,1.44,25,0.4375,81.641,6.89,24.328
231,1314,GER,Freiburg,0.476603,0.471784,944.7703,0.759,0.511333,1.96,22.9,0.441176471,81.641,6.8,21.328
232,1314,GER,Mainz 05,0.492354,0.483922,976.4153,0.744688,0.491875,1.46,25.7,0.516129032,81.641,7,17.328
233,910,ESP,Real Madrid,0.484521,0.699231,1044.537,0.832632,0.594737,13.42,24.5,0.516129,74.266,7.27,84.951
234,910,ESP,Barcelona,0.464652,0.691962,1140.25,0.869211,0.682632,11.67,24.1,0.483871,74.266,7.3,136.951
235,910,ESP,Valencia,0.399197,0.569608,1077.494,0.779737,0.566579,5.35,24.6,0.264706,74.266,6.96,66.951
236,910,ESP,Sevilla,0.39473,0.532222,1070.922,0.744474,0.533421,5.05,24.5,0.5,74.266,6.91,108.951
237,910,ESP,Atletico Madrid,0.372879,0.497047,1019.218,0.733158,0.51,4.83,23.1,0.432432,74.266,6.8,63.951
238,910,ESP,Villarreal,0.405726,0.567349,946.7161,0.748421,0.506316,4.57,25.5,0.419355,74.266,6.87,70.951
239,910,ESP,Getafe,0.397269,0.54826,975.4595,0.779737,0.551579,2.15,25.4,0.310345,74.266,6.85,33.951
240,910,ESP,Zaragoza,0.369836,0.458807,1032.377,0.727895,0.496316,2.01,25.5,0.486486,74.266,6.8,17.951
241,910,ESP,Racing Santander,0.325326,0.432314,936.5877,0.704474,0.46,1.97,24.4,0.264706,74.266,6.78,23.951
242,910,ESP,Espanyol,0.338593,0.477264,878.7385,0.734474,0.505789,1.84,23.8,0.352941,74.266,6.75,53.951
243,910,ESP,Athletic Club,0.346896,0.485593,1025.432,0.682895,0.432895,1.8,24.2,0.027778,74.266,6.9,23.951
244,910,ESP,Osasuna,0.303689,0.471929,981.7783,0.663684,0.454474,1.73,26.4,0.259259,74.266,6.74,37.951
245,910,ESP,Deportivo La Coruna,0.280211,0.403838,1077.816,0.747105,0.457632,1.71,25,0.258065,74.266,6.72,22.951
246,1011,ESP,Barcelona,0.517424,0.712783,1162.835,0.894211,0.725789,14.03,23.8,0.352941,79.757,7.2,141.465
247,1011,ESP,Real Madrid,0.464352,0.721991,1042.773,0.822632,0.568421,11.34,23.3,0.421053,79.757,7.21,103.465
248,1011,ESP,Atletico Madrid,0.356944,0.522804,1016.892,0.760789,0.500789,5.57,24.1,0.333333,79.757,6.89,70.465
249,1011,ESP,Sevilla,0.381124,0.515268,1013.72,0.792105,0.538421,5.47,24.4,0.542857,79.757,6.85,93.465
250,1011,ESP,Valencia,0.368256,0.547653,1100.51,0.794211,0.568158,4.73,25.4,0.40625,79.757,6.97,85.465
251,1011,ESP,Villarreal,0.378031,0.540566,988.9829,0.818421,0.533421,3.63,24.3,0.352941,79.757,6.95,75.465
252,1011,ESP,Athletic Club,0.377669,0.543652,999.3212,0.732632,0.473947,2.79,24.2,0.033333,79.757,6.84,24.465
253,1011,ESP,Getafe,0.350175,0.447514,994.808,0.766053,0.510263,2.01,24.4,0.241379,79.757,6.81,39.465
254,1011,ESP,Osasuna,0.365828,0.5284,998.0159,0.695,0.474211,1.95,27.1,0.206897,79.757,6.85,37.465
255,1011,ESP,Deportivo La Coruna,0.330553,0.419648,952.9363,0.743421,0.437368,1.92,25.5,0.30303,79.757,6.78,23.465
256,1011,ESP,Zaragoza,0.379277,0.489447,918.234,0.705263,0.445,1.9,25.1,0.533333,79.757,6.85,18.465
257,1011,ESP,Racing Santander,0.353182,0.492622,953.9967,0.749737,0.466842,1.77,25,0.4,79.757,6.83,24.465
258,1011,ESP,Espanyol,0.337239,0.484656,963.3563,0.768158,0.528947,1.48,23.3,0.314286,79.757,6.75,45.465
259,1112,ESP,Barcelona,0.51596,0.742419,1114.69,0.881579,0.697368,15.09,23.9,0.314286,82.329,7.25,157.837
260,1112,ESP,Real Madrid,0.47834,0.714205,1106.857,0.837895,0.592368,13.95,23.7,0.5,82.329,7.19,121.837
261,1112,ESP,Valencia,0.370623,0.52465,1085.5,0.779737,0.563421,5.35,24.9,0.481481,82.329,6.9,89.837
262,1112,ESP,Atletico Madrid,0.413978,0.601589,1009.843,0.763158,0.513158,5.21,23.8,0.454545,82.329,6.91,100.837
263,1112,ESP,Sevilla,0.38022,0.538001,942.4815,0.764474,0.520789,3.86,24.4,0.4375,82.329,6.94,70.337
264,1112,ESP,Villarreal,0.35117,0.496997,878.6986,0.770263,0.503421,3.75,24.4,0.352941,82.329,6.89,79.837
265,1112,ESP,Athletic Club,0.321145,0.458863,1045.301,0.784474,0.577632,3.25,24.2,0.033333,82.329,6.93,47.837
266,1112,ESP,Getafe,0.28857,0.374405,1052.851,0.706316,0.452895,2.18,25.9,0.193548,82.329,6.81,39.837
267,1112,ESP,Zaragoza,0.328591,0.446573,949.7289,0.698158,0.448684,1.99,25.5,0.516129,82.329,6.81,18.837
268,1112,ESP,Racing Santander,0.262729,0.372803,982.493,0.681053,0.395789,1.09,23.6,0.264706,82.329,6.74,24.837
269,1213,ESP,Barcelona,0.460419,0.664695,1171.169,0.892368,0.69,19.55,25.2,0.333333,84.186,7.19,157.605
270,1213,ESP,Real Madrid,0.447931,0.671808,1055.99,0.800526,0.557368,15.29,24.5,0.545455,84.186,7.09,136.605
271,1213,ESP,Atletico Madrid,0.396584,0.59566,1113.816,0.760526,0.475526,5.59,24.3,0.481481,84.186,6.97,99.605
272,1213,ESP,Valencia,0.368692,0.539792,1072.219,0.796053,0.533947,5.39,24.6,0.518519,84.186,6.88,102.605
273,1213,ESP,Sevilla,0.391306,0.562318,894.8124,0.779211,0.533421,3.68,24.3,0.419355,84.186,6.81,55.105
274,1213,ESP,Athletic Club,0.317071,0.410625,1049.635,0.782895,0.565526,3.45,23.2,0.068966,84.186,6.84,52.605
275,1213,ESP,Malaga,0.338343,0.496245,1041.127,0.791316,0.523947,2.87,25.8,0.636364,84.186,6.84,39.605
276,1213,ESP,Getafe,0.337664,0.439914,1017.276,0.718158,0.455789,2.15,26,0.178571,84.186,6.77,22.605
277,1213,ESP,Deportivo La Coruna,0.344437,0.502852,870.6638,0.778158,0.491053,1.74,27.7,0.517241,84.186,6.71,24.605
278,1213,ESP,Levante,0.294545,0.404168,1015.873,0.667632,0.364211,1.41,27.2,0.451613,84.186,6.71,30.605
279,1314,ESP,Real Madrid,0.449152,0.702499,1104.323,0.852368,0.588158,15.17,24.8,0.375,88.025,7.21,161.542
280,1314,ESP,Barcelona,0.468358,0.672315,1082.3,0.880526,0.677368,16.48,24,0.470588,88.025,7.18,157.542
281,1314,ESP,Atletico Madrid,0.425263,0.648552,1154.595,0.760789,0.488947,6.19,23.9,0.472222,88.025,7.05,119.542
282,1314,ESP,Valencia,0.363425,0.485161,979.742,0.803421,0.549211,4.15,24.3,0.540541,88.025,6.82,115.542
283,1314,ESP,Athletic Club,0.379318,0.560763,1067.92,0.764211,0.552895,3.37,24.7,0.034483,88.025,6.94,54.542
284,1314,ESP,Real Sociedad,0.34769,0.529602,1045.957,0.778421,0.494474,3.08,24.7,0.21875,88.025,6.86,24.542
285,1314,ESP,Sevilla,0.357306,0.517682,1138.847,0.745526,0.477105,2.91,23.8,0.511628,88.025,6.89,71.042
286,1314,ESP,Villarreal,0.348514,0.539463,1036.669,0.762895,0.475263,1.91,23.5,0.357143,88.025,6.8,53.542
287,1314,ESP,Malaga,0.367529,0.491717,975.7519,0.759211,0.490263,1.78,25,0.677419,88.025,6.8,41.542
288,1314,ESP,Getafe,0.321144,0.424377,1008.601,0.692105,0.442368,1.73,26,0.1875,88.025,6.72,24.542
289,1314,ESP,Real Betis,0.378734,0.477853,824.5671,0.738684,0.488947,1.36,23.2,0.27907,88.025,6.69,31.542
290,1314,ESP,Levante,0.256017,0.383543,1095.572,0.669474,0.374211,1.15,26.6,0.411765,88.025,6.8,32.542
291,1314,NED,PSV Eindhoven,0.418425,0.584197,1028.834,0.826471,0.571176,2.52,21.8,0.4375,44.729,6.99,64.862
292,1314,NED,Ajax,0.428098,0.616688,1160.024,0.855294,0.626471,2.81,22,0.4375,44.729,7.09,61.862
293,1314,NED,AZ Alkmaar,0.357933,0.502482,1077.934,0.787941,0.515588,1.17,23,0.441176,44.729,6.96,55.362
294,1314,NED,Twente,0.442151,0.622783,1052.558,0.842941,0.570588,1.19,22.6,0.555556,44.729,7,50.862
295,1314,NED,SC Heerenveen,0.354962,0.510902,1060.731,0.745882,0.472647,0.62,22.6,0.470588,44.729,6.99,16.362
296,1314,NED,FC Utrecht,0.283217,0.387809,1058.257,0.761765,0.446471,0.585,22.8,0.35,44.729,6.81,14.362
297,1314,NED,Feyenoord,0.434479,0.630375,1049.074,0.797059,0.529706,1.47,23,0.212121,44.729,7.1,13.362
298,1314,NED,Vitesse,0.442506,0.60181,947.2176,0.835882,0.612059,1.48,22,0.617647,44.729,7.06,10.862
299,1314,NED,NAC Breda,0.293329,0.448535,995.7516,0.752059,0.450588,0.369,25.1,0.307692,44.729,6.8,10.362
300,1314,NED,ADO Den Haag,0.347481,0.496915,892.8571,0.728529,0.431176,0.468,22.3,0.151515,44.729,6.77,9.862
301,1314,RUS,Zenit St.Petersburg,0.359504,0.585804,1012.838,0.774,0.545,6.13,25.9,0.419355,46.332,7.01,73.899
302,1314,RUS,Rubin Kazan,0.375754,0.556967,964.6164,0.775333,0.504,2.64,25,0.47619,46.332,6.84,69.399
303,1314,RUS,CSKA Moscow,0.414934,0.585319,1108.704,0.790333,0.526667,5.25,24.5,0.516129,46.332,6.86,66.899
304,1314,RUS,Spartak Moscow,0.358732,0.530545,1097.983,0.789,0.600667,3.5,24.8,0.55,46.332,6.81,36.399
305,1314,RUS,Anzhi Makhachkala,0.344068,0.444337,922.44,0.744667,0.471,3.95,24.9,0.446809,46.332,6.67,30.399
306,1314,RUS,Lokomotiv Moscow,0.39314,0.577876,1110.675,0.773333,0.537333,3.36,26,0.433333,46.332,6.97,20.899
307,1314,RUS,Kuban Krasnodar,0.343232,0.486965,1048.611,0.728333,0.475667,1.61,24.1,0.444444,46.332,6.81,14.399
308,1314,RUS,Dinamo Moscow,0.390453,0.603403,900.1984,0.75,0.521,3.67,26.1,0.371429,46.332,6.8,12.399
309,1314,RUS,Amkar,0.361552,0.51327,1015.212,0.704667,0.503667,0.555,25.3,0.472222,46.332,6.73,10.899
310,1314,RUS,Krylya Sovetov Samara,0.280525,0.392491,951.2963,0.718333,0.466,0.676,25,0.384615,46.332,6.73,10.399
311,1415,ESP,Barcelona,0.474448,0.726597,1174.861,0.879474,0.698158,16.41,24.4,0.516129,97.713,7.28,164.999
312,1415,ESP,Real Madrid,0.435302,0.674293,1152.52,0.859211,0.58,15.23,23.7,0.444444,97.713,7.24,171.999
313,1415,ESP,Atletico Madrid,0.441944,0.668901,1110.526,0.743947,0.495,7.68,24.7,0.5,97.713,7.01,120.999
314,1415,ESP,Valencia,0.376574,0.563549,1228.822,0.764474,0.504211,4.49,23.1,0.5,97.713,6.99,99.999
315,1415,ESP,Athletic Club,0.379603,0.50976,992.2306,0.72,0.517105,3.48,25.2,0.037037,97.713,6.81,56.999
316,1415,ESP,Sevilla,0.364382,0.565949,1076.911,0.748421,0.502632,3.07,24.7,0.441176,97.713,6.89,80.499
317,1415,ESP,Real Sociedad,0.315953,0.422025,997.751,0.738947,0.505526,3.04,24.6,0.166667,97.713,6.79,26.499
318,1415,ESP,Villarreal,0.362673,0.545375,1027.746,0.737895,0.482632,2.04,23.1,0.324324,97.713,6.88,58.999
319,1415,ESP,Malaga,0.368174,0.519219,947.9741,0.729211,0.489474,1.77,25.6,0.6,97.713,6.7,41.999
320,1415,ESP,Levante,0.290867,0.355033,869.6486,0.696053,0.425789,1.29,26.8,0.322581,97.713,6.6,32.999
321,1415,ESP,Getafe,0.338406,0.474459,826.6746,0.731316,0.459737,1.2,25.1,0.264706,97.713,6.65,24.999
322,1415,RUS,Zenit St.Petersburg,0.420531,0.681905,1138.642,0.798667,0.573333,6.02,24.8,0.393939,46.998,7,90.099
323,1415,RUS,Rubin Kazan,0.387411,0.552225,991.164,0.721333,0.482333,1.46,23.6,0.342105,46.998,6.92,57.099
324,1415,RUS,CSKA Moscow,0.43093,0.676945,1049.434,0.799667,0.573333,4.44,23.2,0.424242,46.998,7.02,55.599
325,1415,RUS,Spartak Moscow,0.344369,0.476199,1003.892,0.759667,0.543667,3.18,24.5,0.444444,46.998,6.79,37.099
326,1415,RUS,Dinamo Moscow,0.384081,0.5712,1065.963,0.784667,0.555333,3.57,24.6,0.333333,46.998,6.92,27.599
327,1415,RUS,Lokomotiv Moscow,0.321489,0.528505,995.1984,0.767,0.520333,2.87,25.4,0.4,46.998,6.8,23.099
328,1415,RUS,Kuban Krasnodar,0.371721,0.479928,953.2804,0.709,0.496,2.17,25.5,0.516129,46.998,6.73,15.099
329,1415,RUS,FC Krasnodar,0.363593,0.540372,1158.117,0.773,0.547333,1.7,24.9,0.361111,46.998,6.94,15.099
330,1415,RUS,FC Rostov,0.319937,0.480094,931.9733,0.718,0.476333,0.934,24.4,0.472222,46.998,6.58,11.599
331,1415,NED,Ajax,0.352432,0.513655,1198.37,0.817941,0.55,1.88,21.7,0.323529,44.312,7.09,66.195
332,1415,NED,PSV Eindhoven,0.427822,0.648485,1169.081,0.813235,0.525,2.12,21.6,0.258065,44.312,7.21,58.195
333,1415,NED,AZ Alkmaar,0.361784,0.533608,989.4173,0.730294,0.475882,0.997,22.1,0.482759,44.312,6.94,46.695
334,1415,NED,Twente,0.377909,0.52553,1015.168,0.790588,0.518529,1.08,21.9,0.575758,44.312,6.82,43.695
335,1415,NED,Feyenoord,0.462372,0.667386,935.1834,0.807647,0.592941,1.28,24.1,0.16129,44.312,6.93,21.695
336,1415,NED,FC Utrecht,0.378062,0.485939,1030.025,0.770882,0.514118,0.472,21.8,0.243902,44.312,6.95,13.695
337,1415,NED,Vitesse,0.447159,0.607585,1022.989,0.805882,0.585882,1.71,23,0.608696,44.312,7.04,10.195
338,1415,NED,SC Heerenveen,0.363158,0.509654,1046.543,0.746471,0.505588,0.523,21.1,0.368421,44.312,6.93,9.695
339,1415,NED,PEC Zwolle,0.378361,0.54139,1017.686,0.777059,0.491765,0.431,22.8,0.441176,44.312,6.86,9.695
340,1415,NED,ADO Den Haag,0.341209,0.470637,980.859,0.73,0.458824,0.494,22.4,0.258065,44.312,6.77,9.195
341,1415,NED,FC Groningen,0.321717,0.475671,995.2752,0.777059,0.507059,0.47,22.4,0.314286,44.312,6.8,8.695
342,1415,TUR,Galatasaray,0.382465,0.55739,1090.091,0.806765,0.557647,4.44,25.4,0.294118,34.2,6.92,50.02
343,1415,TUR,Besiktas,0.387091,0.621236,1018.405,0.799706,0.552353,2.26,23.1,0.289474,34.2,6.83,36.52
344,1415,TUR,Trabzonspor,0.342979,0.46379,991.4799,0.762941,0.523235,2,24.5,0.27027,34.2,6.79,36.52
345,1415,TUR,Fenerbahce,0.430492,0.609089,1084.631,0.810882,0.592353,3.11,24.8,0.243243,34.2,6.94,30.02
346,1415,TUR,Bursaspor,0.395488,0.574077,996.4402,0.769118,0.531471,1.38,24,0.34375,34.2,6.91,16.02
347,1415,TUR,Karabukspor,0.37614,0.494661,884.6405,0.773529,0.528824,0.972,24.3,0.30303,34.2,6.56,8.02
348,1415,TUR,Eskisehirspor,0.388139,0.574953,879.4118,0.756176,0.493235,1.01,23.7,0.315789,34.2,6.7,7.52
349,1415,TUR,Gaziantepspor,0.301561,0.382478,1012.159,0.714118,0.476176,0.574,24.1,0.411765,34.2,6.63,7.52
350,1415,ENG,Manchester United,0.567628,0.547668,1034.959,0.843684,0.611842,12.15,23.9,0.558139535,84.748,6.99,87.078
351,1415,ENG,Chelsea,0.554488,0.636181,1074.605,0.820263,0.558684,13.84,23.9,0.736842105,84.748,7.06,142.078
352,1415,ENG,Arsenal,0.597879,0.614664,1034.395,0.825,0.566053,9.63,23,0.690476191,84.748,7.15,116.078
353,1415,ENG,Tottenham,0.507515,0.50313,1005.176,0.803684,0.57,7.1,23.7,0.595238095,84.748,6.89,47.078
354,1415,ENG,Liverpool,0.582699,0.578,984.7647,0.822895,0.557368,8.14,23.4,0.6,84.748,6.9,31.078
355,1415,ENG,Manchester City,0.626315,0.629263,1024.714,0.837368,0.717105,13.28,25.4,0.805555556,84.748,7.07,84.078
356,1415,ENG,Everton,0.487673,0.56414,997.9754,0.814211,0.546579,4.44,24.3,0.475,84.748,6.82,30.078
357,1415,ENG,Swansea,0.437258,0.440476,1029.049,0.810789,0.501053,2.99,24.3,0.833333333,84.748,6.86,23.078
358,1415,ENG,Stoke,0.523793,0.502405,990.629,0.764737,0.502895,4.3,26.4,0.766666667,84.748,6.87,24.078
359,1415,ENG,Newcastle United,0.513013,0.472242,943.4364,0.753947,0.475526,3.33,22.9,0.619047619,84.748,6.74,31.078
360,1415,ENG,Aston Villa,0.467798,0.423284,955.1451,0.773158,0.489211,3.34,24.3,0.5,84.748,6.69,17.378
361,1415,ENG,Hull,0.463641,0.428961,977.1114,0.751053,0.440526,3.49,26.1,0.685714286,84.748,6.75,17.578
362,1415,FRA,Lyon,0.509549,0.479262,954.5955,0.740968,0.485806,3,23.4,0.35483871,52.416,6.98,72.983
363,1415,FRA,Marseille,0.492622,0.488738,1037.174,0.759677,0.487742,4.25,22.3,0.352941177,52.416,7.03,55.483
364,1415,FRA,Bordeaux,0.49504,0.491278,881.9869,0.767419,0.512581,1.62,22.8,0.564102564,52.416,6.8,24.483
365,1415,FRA,Paris Saint,0.489442,0.472889,1029.211,0.756774,0.494839,12.06,24.3,0.4375,52.416,7.09,100.483
366,1415,FRA,Lille,0.462456,0.511201,941.9902,0.756129,0.490645,2.44,24.3,0.580645161,52.416,6.83,36.483
367,1415,FRA,Saint-Etienne,0.533518,0.467481,993.9883,0.765484,0.526452,2.74,24.4,0.258064516,52.416,6.9,16.983
368,1415,FRA,Rennes,0.535832,0.561375,869.7773,0.785484,0.537419,1.43,24,0.5,52.416,6.75,13.483
369,1415,FRA,Monaco,0.481105,0.402171,870.3463,0.748065,0.473548,5.73,23.1,1,52.416,6.98,31.483
370,1415,FRA,Montpellier,0.456995,0.529121,986.6387,0.73125,0.470313,1.115,24.2,0.472222222,52.416,6.9,17.483
371,1415,FRA,Guingamp,0.512182,0.482058,1016.402,0.772,0.523667,0.938,25.8,0.451612903,52.416,6.71,19.483
372,1415,FRA,Nice,0.524153,0.549889,880.722,0.760323,0.496452,1.32,22.4,0.297297297,52.416,6.79,11.983
373,1415,ITA,Inter,0.572108,0.547666,988.6996,0.841053,0.602368,7.2,23.8,0.707317073,66.938,6.94,77.102
374,1415,ITA,AC Milan,0.448033,0.486479,1040.118,0.807105,0.514211,6.75,24.5,0.4,66.938,6.8,83.102
375,1415,ITA,Roma,0.565398,0.601466,1039.784,0.840526,0.594474,7.03,26,0.648648649,66.938,6.93,43.602
376,1415,ITA,Fiorentina,0.567301,0.560186,991.9597,0.839211,0.574474,5.72,25.7,0.658536585,66.938,6.92,49.102
377,1415,ITA,Juventus,0.601929,0.668738,1067.807,0.844474,0.573158,10.49,26,0.352941177,66.938,7.04,95.102
378,1415,ITA,Udinese,0.426357,0.399995,995.0498,0.731842,0.435526,2.2,23.2,0.727272727,66.938,6.71,30.602
379,1415,ITA,Palermo,0.495166,0.461515,1010.122,0.773684,0.486842,1.35,24.5,0.583333333,66.938,6.81,20.102
380,1415,ITA,Sampdoria,0.498503,0.494594,1014.962,0.786316,0.479474,2.81,24.6,0.487804878,66.938,6.84,18.102
381,1415,ITA,Lazio,0.594139,0.614687,1034.616,0.793947,0.534211,4.13,25.3,0.75,66.938,6.99,49.102
382,1415,ITA,Napoli,0.614124,0.64507,968.1873,0.821842,0.558158,9.31,26.1,0.75,66.938,6.87,84.102
383,1415,ITA,Torino,0.507291,0.536624,1000.932,0.807632,0.481842,1.58,25.3,0.476190476,66.938,6.81,27.102
384,1415,GER,Bayern Munich,0.539796,0.54851,893.7434,0.743333,0.524333,17.1,24.6,0.515151515,81.614,7.2,154.883
385,1415,GER,Bayer Leverkusen,0.571256,0.558746,937.3016,0.705152,0.47303,6.41,23.9,0.538461539,81.614,7.11,87.883
386,1415,GER,Borussia Dortmund,0.514099,0.453584,867.6488,0.734375,0.52625,8.91,23.7,0.45945946,81.614,6.92,99.883
387,1415,GER,Schalke 04,0.477483,0.530828,897.7007,0.720294,0.499706,5.93,23,0.388888889,81.614,6.92,111.883
388,1415,GER,VfB Stuttgart,0.49441,0.468186,858.1481,0.733667,0.488,3.26,23.7,0.466666667,81.614,6.77,36.383
389,1415,GER,Hannover 96,0.507011,0.540008,856.8663,0.735758,0.498485,2.23,24.6,0.444444444,81.614,6.78,41.883
390,1415,GER,Werder Bremen,0.457294,0.433261,974.0783,0.711935,0.494194,1.63,22.9,0.472222222,81.614,6.83,23.883
391,1415,GER,Wolfsburg,0.512932,0.54613,923.3307,0.724848,0.500303,5.87,24.9,0.6,81.614,7.14,31.883
392,1415,GER,Eintracht Frankfurt,0.486042,0.504668,1057.728,0.735,0.490313,2.47,24.1,0.466666667,81.614,6.88,27.883
393,1415,GER,Borussia,0.543534,0.546503,889.3961,0.75697,0.508788,3.98,24.9,0.518518519,81.614,7.08,33.883
394,1415,GER,Freiburg,0.518416,0.515681,855.5112,0.753871,0.532258,1.9,24.1,0.433333333,81.614,6.79,20.883
395,1415,GER,Mainz 05,0.430819,0.449375,1067.995,0.748485,0.51,2.14,23.9,0.527777778,81.614,6.87,17.883
396,1516,ESP,Real Madrid,0.428112,0.653393,1145.277,0.863684,0.577105,20.54,24,0.551724,99.999,7.24,176.142
397,1516,ESP,Barcelona,0.461065,0.682666,1200.798,0.865789,0.670526,16.43,24.9,0.46875,99.999,7.28,159.142
398,1516,ESP,Atletico Madrid,0.408868,0.645118,1240.658,0.764211,0.484474,9.52,24.4,0.566667,99.999,7.01,144.142
399,1516,ESP,Valencia,0.313331,0.42773,1044.808,0.777105,0.499474,5.69,22.7,0.526316,99.999,6.99,97.142
400,1516,ESP,Sevilla,0.341954,0.51745,1012.931,0.756842,0.500263,4.17,24.8,0.5,99.999,6.89,95.642
401,1516,ESP,Athletic Club,0.394558,0.538191,1014.871,0.729737,0.498421,3.73,26,0.035714,99.999,6.81,75.142
402,1516,ESP,Villarreal,0.330519,0.496895,1065.226,0.746316,0.458421,3.5,24.4,0.357143,99.999,6.88,60.142
403,1516,ESP,Real Sociedad,0.374629,0.512827,962.5675,0.752895,0.517895,3.25,24.6,0.1875,99.999,6.79,27.642
404,1516,ESP,Malaga,0.376295,0.557943,979.1294,0.720789,0.485263,2.01,26,0.69697,99.999,6.7,43.142
405,1516,ESP,Levante,0.325165,0.44405,872.6162,0.720526,0.457368,1.87,26.3,0.322581,99.999,6.6,34.142
406,1516,ESP,Real Betis,0.318322,0.407081,1030.304,0.732632,0.465263,1.87,25.9,0.424242,99.999,6.73,33.142
407,1516,RUS,Zenit St.Petersburg,0.439416,0.636002,1050.345,0.817,0.586,4.51,24,0.295455,50.498,6.92,93.216
408,1516,RUS,Rubin Kazan,0.339257,0.465391,937.5794,0.744333,0.503,1,23.4,0.288889,50.498,6.77,52.216
409,1516,RUS,CSKA Moscow,0.441691,0.615574,1082.672,0.795667,0.593667,4.13,24.4,0.323529,50.498,6.93,48.716
410,1516,RUS,Anzhi Makhachkala,0.319569,0.462539,954.7042,0.706667,0.443667,0.737,24.4,0.333333,50.498,6.62,31.216
411,1516,RUS,Lokomotiv Moscow,0.400908,0.573369,1027.702,0.780667,0.525333,2.26,25.4,0.352941,50.498,6.82,30.716
412,1516,RUS,Dinamo Moscow,0.34893,0.492264,830.3175,0.747,0.508667,2.41,24.5,0.289474,50.498,6.65,27.716
413,1516,RUS,FC Krasnodar,0.4098,0.606619,1082.447,0.808,0.599,2.58,25.9,0.466667,50.498,6.92,24.216
414,1516,RUS,Spartak Moscow,0.387012,0.526256,1069.859,0.780667,0.552667,2.38,24.1,0.314286,50.498,6.84,19.216
415,1516,RUS,Kuban Krasnodar,0.292357,0.385714,1094.392,0.674333,0.439667,1.11,24,0.302326,50.498,6.71,15.216
416,1516,RUS,FC Rostov,0.347666,0.59249,1161.071,0.712667,0.473667,0.568,22.5,0.348837,50.498,6.83,11.716
417,1516,NED,Ajax,0.431263,0.654333,1238.528,0.800588,0.553235,2.31,22.1,0.37037,40.979,7.15,58.112
418,1516,NED,PSV Eindhoven,0.437775,0.667304,1098.516,0.816176,0.551765,2.69,22.9,0.25,40.979,7.15,57.112
419,1516,NED,AZ Alkmaar,0.397686,0.558125,988.4135,0.740882,0.487941,0.808,22.3,0.4,40.979,6.93,43.612
420,1516,NED,Twente,0.333354,0.50572,996.4753,0.763235,0.477059,0.8,21.2,0.606061,40.979,6.8,27.612
421,1516,NED,Feyenoord,0.440854,0.610399,1027.766,0.788529,0.568824,1.62,23,0.290323,40.979,6.95,19.112
